BPCOD,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_9,BP1_11,BP1_34
1,11,9,12,2,1,NA,NA,50000
4,12,9,12,4,2,NA,NA,20000
2,10,9,12,4,2,NA,NA,80000
3,1,9,12,2,5,NA,NA,500
4,10,9,12,9,2,NA,NA,0
5,6,9,12,3,6,2,4,600
2,8,9,12,2,1,NA,NA,4000
3,4,9,12,4,2,NA,NA,500
10,12,9,12,1,2,1,9,0
10,3,9,12,2,3,1,4,15000
2,9,9,12,2,2,NA,NA,5000
2,11,9,12,4,1,NA,NA,2000
8,4,9,12,2,1,NA,NA,700
10,6,9,12,2,1,2,5,1000
4,10,9,12,4,2,NA,NA,500
7,11,9,12,2,2,NA,NA,1300
2,11,9,12,4,1,NA,NA,5000
4,7,9,12,9,2,NA,NA,3500
5,4,9,12,3,1,1,5,50000
6,6,9,12,2,5,9,4,400
11,8,9,12,2,1,1,5,3500
9,6,9,12,1,8,6,5,0
2,9,9,12,4,1,NA,NA,9000
3,11,9,12,3,2,NA,NA,500
9,4,9,12,2,1,1,6,0
9,8,9,12,2,2,1,4,NA
2,6,9,12,4,2,NA,NA,9000
4,8,9,12,1,2,1,3,0
2,8,9,12,2,1,NA,NA,3000
4,1,9,12,3,2,NA,NA,15000
7,8,9,12,3,2,NA,NA,20000
9,1,9,12,2,3,NA,NA,0
11,6,9,12,3,1,1,4,0
11,12,9,12,1,1,1,5,0
8,10,9,12,1,8,NA,NA,500
6,6,9,12,2,6,NA,NA,2000
1,10,9,12,4,2,NA,NA,25000
8,5,9,12,2,1,NA,NA,NA
2,2,9,12,3,1,NA,NA,1000
5,12,9,12,4,1,2,4,5000
2,1,9,12,3,1,NA,NA,8000
4,6,9,12,2,2,1,3,0
2,12,9,12,2,4,NA,NA,2000
7,2,9,12,2,4,NA,NA,NA
6,11,9,12,2,5,5,4,400
9,3,9,12,2,2,NA,NA,0
5,8,9,12,1,7,9,9,10000
7,5,9,12,3,2,NA,NA,2000
7,1,9,12,3,1,NA,NA,30000
3,7,9,12,3,2,NA,NA,500
7,11,9,12,2,2,NA,NA,7000
2,3,9,12,2,1,NA,NA,4000
3,6,9,12,4,2,NA,NA,500
11,10,9,12,2,2,1,4,0
4,3,9,12,4,2,NA,NA,80000
2,3,9,12,4,1,NA,NA,3000
4,8,9,12,4,2,NA,NA,60000
3,5,9,12,4,2,NA,NA,2000
2,6,9,12,1,1,NA,NA,5000
1,5,9,12,3,1,NA,NA,50000
7,6,9,12,4,2,NA,NA,2000
2,3,9,12,4,1,NA,NA,12000
2,1,9,12,4,1,NA,NA,3000
6,3,9,12,3,1,NA,NA,50000
2,6,9,12,3,1,NA,NA,8000
5,7,9,12,2,1,2,4,7000
3,3,9,12,3,2,NA,NA,0
10,11,9,12,1,1,1,5,0
6,10,9,12,2,6,NA,NA,500
4,3,9,12,1,2,NA,NA,3500
10,2,9,12,2,2,3,6,0
5,12,9,12,2,4,2,6,5000
5,7,9,12,3,6,2,5,2000
5,12,9,12,2,6,9,9,4000
10,99,9,12,2,3,1,4,NA
8,8,9,12,2,4,NA,NA,15000
9,1,9,12,3,5,1,4,2000
13,2,9,12,3,2,1,5,0
3,9,9,12,4,2,NA,NA,1000
7,2,9,12,1,5,NA,NA,3000
5,12,9,12,3,1,3,3,12000
9,7,9,12,2,3,1,9,NA
3,9,9,12,3,2,NA,NA,0
7,8,9,12,2,3,NA,NA,10000
8,9,9,12,1,3,NA,NA,300
3,6,9,12,4,2,NA,NA,NA
4,2,9,12,4,2,2,9,5000
5,12,9,12,2,1,1,4,9999999
13,11,9,12,4,1,3,6,0
3,8,9,12,9,1,NA,NA,1000
10,11,9,12,2,1,2,5,NA
7,5,9,12,4,2,NA,NA,11000
11,3,9,12,3,2,1,5,2500
3,9,9,12,4,1,NA,NA,1800
9,5,9,12,2,2,1,5,0
3,10,9,12,1,3,NA,NA,800
11,3,9,12,2,1,2,5,0
7,11,9,12,2,2,NA,NA,2000
5,6,9,12,4,1,4,4,3000
2,4,9,12,9,1,NA,NA,15000
8,1,9,12,3,1,NA,NA,500
5,6,9,12,2,6,4,8,2000
1,9,9,12,4,1,NA,NA,NA
9,3,9,12,1,3,1,1,NA
5,9,9,12,3,5,9,9,0
9,10,9,12,2,1,2,4,250
7,8,9,12,3,4,NA,NA,10000
5,5,9,12,2,1,1,4,2000
2,1,9,12,3,1,NA,NA,4000
2,9,9,12,2,1,NA,NA,5000
3,3,9,12,3,2,NA,NA,500
5,7,9,12,2,1,1,4,8000
2,11,9,12,2,1,NA,NA,20000
11,12,9,12,3,2,1,6,500
2,9,9,12,2,5,NA,NA,9999999
2,6,9,12,2,1,NA,NA,400
10,12,9,12,2,1,6,5,0
2,1,9,12,4,1,NA,NA,800
4,10,9,12,3,2,1,3,NA
10,7,9,12,1,3,2,6,0
3,12,9,12,4,2,NA,NA,NA
3,2,9,12,2,2,NA,NA,500
2,2,9,12,2,1,NA,NA,15000
13,5,9,12,3,8,1,6,0
3,3,9,12,2,2,NA,NA,250
7,8,9,12,2,3,NA,NA,NA
3,9,9,12,2,3,NA,NA,800
6,3,9,12,4,1,2,4,50000
5,1,9,12,3,5,9,5,12000
4,12,9,12,3,2,NA,NA,20000
2,6,9,12,2,1,NA,NA,1500
3,8,9,12,9,2,NA,NA,300
9,10,9,12,2,2,1,5,NA
3,6,9,12,3,2,NA,NA,200
7,12,9,12,1,8,NA,NA,9000
11,6,9,12,1,1,1,6,0
4,8,9,12,4,2,NA,NA,80000
8,3,9,12,9,2,NA,NA,900
13,8,9,12,2,5,1,5,0
1,5,9,12,2,1,NA,NA,80000
2,12,9,12,2,2,NA,NA,2000
10,2,9,12,3,2,2,6,0
2,9,9,12,2,1,NA,NA,600
5,9,9,12,3,1,3,8,2000
8,12,9,12,2,2,NA,NA,1400
4,6,9,12,4,2,NA,NA,4000
9,99,9,12,2,2,1,6,0
10,3,9,12,3,2,1,5,6000
8,8,9,12,9,2,NA,NA,1000
9,7,9,12,1,3,1,6,0
7,1,9,12,1,4,NA,NA,1500
3,2,9,12,3,2,NA,NA,500
7,12,9,12,4,3,NA,NA,4000
2,3,9,12,3,1,NA,NA,5000
5,6,9,12,2,1,1,4,2500
3,4,9,12,3,2,NA,NA,400
3,2,9,12,4,1,NA,NA,2000
9,4,9,12,3,1,2,6,3000
2,3,9,12,2,1,NA,NA,1000
7,12,9,12,3,2,NA,NA,NA
3,6,9,12,3,1,NA,NA,4000
4,11,9,12,2,2,NA,NA,10000
2,4,9,12,4,1,NA,NA,NA
7,7,9,12,2,6,NA,NA,2000
5,7,9,12,2,1,1,6,200
3,5,9,12,3,2,NA,NA,950
3,6,9,12,9,2,NA,NA,0
3,6,9,12,9,2,NA,NA,200
3,2,9,12,3,2,NA,NA,400
3,3,9,12,4,2,NA,NA,380
5,4,9,12,3,1,1,5,500
3,4,9,12,3,2,NA,NA,NA
2,7,9,12,1,1,NA,NA,0
2,2,9,12,3,1,NA,NA,29000
8,3,9,12,9,2,NA,NA,1200
11,6,9,12,2,3,1,5,5000
4,8,9,12,4,2,NA,NA,40000
1,12,9,12,4,1,NA,NA,18000
2,6,9,12,2,1,NA,NA,400
2,1,15,104,4,1,NA,NA,700
4,9,15,104,1,2,1,4,100000
1,4,15,104,4,1,NA,NA,70000
13,6,15,104,1,1,1,5,0
7,5,15,104,2,4,NA,NA,1000
5,4,15,104,1,6,2,4,500
5,1,15,104,3,6,2,3,3500
5,11,15,104,3,6,3,8,0
5,7,15,104,2,5,2,3,200
9,12,15,104,4,2,NA,NA,0
3,3,15,104,3,2,NA,NA,500
1,4,15,104,2,2,2,4,50000
5,1,15,104,3,6,2,3,0
5,5,15,104,2,1,6,8,20000
5,10,15,104,1,6,2,4,2500
9,7,15,104,3,2,1,5,0
12,1,15,104,2,5,2,5,0
5,6,15,104,3,6,2,4,3000
9,7,15,104,3,2,1,5,0
10,5,15,104,2,1,NA,NA,NA
8,11,15,104,2,2,NA,NA,200
3,6,15,104,4,2,NA,NA,300
3,4,15,104,4,2,NA,NA,1000
3,4,15,104,3,1,NA,NA,6000
2,5,15,104,2,1,NA,NA,900
9,1,15,104,1,7,2,4,3000
5,5,15,104,2,3,1,5,2000
5,11,15,104,3,6,3,4,3000
13,8,15,104,2,1,1,6,0
9,1,15,104,2,1,3,5,NA
2,10,15,104,4,1,NA,NA,700
2,3,15,104,4,2,NA,NA,2000
5,10,15,104,2,1,2,4,4200
3,8,15,104,4,2,NA,NA,1000
1,5,15,104,3,3,NA,NA,60000
3,2,15,104,4,2,NA,NA,2000
2,3,15,104,4,1,NA,NA,1500
5,5,15,104,1,6,1,4,300
5,3,15,104,2,1,1,4,1000
5,11,15,104,1,1,2,4,5600
2,5,15,104,4,1,NA,NA,700
10,1,15,104,1,1,2,5,0
2,9,15,104,4,1,NA,NA,1500
5,99,15,104,2,1,2,4,200
3,1,15,104,3,2,NA,NA,1000
3,4,15,104,4,2,NA,NA,NA
5,7,15,104,1,6,2,9,300
3,11,15,104,4,2,NA,NA,1500
2,7,15,104,2,1,NA,NA,8000
2,6,15,104,1,1,NA,NA,3000
5,12,15,104,2,6,3,8,5000
9,7,15,104,2,3,1,5,0
3,5,15,104,4,2,NA,NA,1000
5,2,15,104,1,1,2,4,9000
13,12,15,104,2,1,1,5,0
2,3,15,104,4,2,NA,NA,7000
2,7,15,104,4,1,NA,NA,2000
9,11,15,104,3,3,1,5,7000
13,2,15,104,3,1,1,6,0
9,7,15,104,2,2,1,6,NA
3,12,15,104,3,3,NA,NA,300
3,4,15,104,2,2,NA,NA,2000
5,3,15,104,2,1,9,9,8900
3,9,15,104,9,2,NA,NA,500
1,9,15,104,2,2,4,4,150000
1,11,15,104,4,2,NA,NA,90000
5,8,15,104,3,5,3,4,2000
5,4,15,104,3,6,1,5,3000
5,11,15,104,4,6,2,4,1200
5,5,15,104,1,1,2,4,5000
5,12,15,104,2,5,1,5,1500
9,3,15,104,3,2,1,6,NA
5,11,15,104,1,6,3,5,9999999
5,8,15,104,3,1,1,4,8500
10,9,15,104,2,1,1,5,NA
7,12,15,104,2,5,NA,NA,15000
13,12,15,104,3,2,1,4,0
1,9,15,104,2,2,3,4,150000
2,10,15,104,4,2,NA,NA,200000
3,11,15,104,4,2,NA,NA,500
9,5,15,104,3,2,1,6,NA
9,2,15,104,3,1,4,5,NA
9,9,15,104,2,2,1,9,0
5,12,15,104,2,6,2,4,7000
5,1,15,104,1,6,2,4,6000
5,3,15,104,2,6,2,4,4000
13,11,15,104,2,1,1,5,0
4,12,15,104,3,2,2,5,15000
5,3,15,104,3,6,2,4,2500
2,7,15,104,4,1,NA,NA,80000
2,2,15,58,2,1,NA,NA,2000
9,3,15,58,1,4,NA,NA,9999999
7,9,15,58,2,2,NA,NA,30000
2,11,15,58,3,1,NA,NA,10000
2,5,15,58,2,5,NA,NA,5000
9,5,15,58,1,2,1,9,8000
7,10,15,58,2,8,NA,NA,200000
2,11,15,58,4,1,NA,NA,6000
2,12,15,58,2,1,NA,NA,6000
2,2,15,58,3,1,NA,NA,1300
2,11,15,58,4,1,NA,NA,3000
6,11,15,58,2,1,NA,NA,2000
1,7,15,58,3,1,NA,NA,300000
2,1,15,58,2,1,NA,NA,1000
5,12,15,58,2,5,1,9,4800
8,12,15,58,2,8,NA,NA,200
5,7,15,58,1,6,2,4,400
8,5,15,58,2,2,NA,NA,1800
7,12,15,58,2,8,NA,NA,300
1,9,15,58,3,1,3,8,10000
10,3,15,58,1,4,2,3,0
3,6,15,58,2,1,NA,NA,2000
4,9,15,58,4,2,NA,NA,0
5,6,15,58,1,1,1,4,5000
3,9,15,58,4,2,NA,NA,0
9,4,15,58,2,2,1,5,0
2,3,15,58,3,1,NA,NA,3000
3,8,15,58,4,2,NA,NA,500
2,9,15,58,2,5,NA,NA,1600
10,11,15,58,3,1,2,8,0
2,11,15,58,4,1,NA,NA,1200
5,10,15,58,2,1,2,8,4000
3,12,15,58,3,2,NA,NA,200
9,1,15,58,1,4,3,8,24000
8,11,15,58,1,2,NA,NA,2500
2,3,15,58,3,1,NA,NA,9999999
2,10,15,58,1,1,NA,NA,3000
2,7,15,58,3,1,NA,NA,7000
8,4,15,58,2,2,NA,NA,1000
3,2,15,58,4,2,NA,NA,0
5,9,15,58,2,1,2,4,3000
2,12,15,58,4,1,NA,NA,1000
11,3,15,58,2,1,1,3,0
7,5,15,58,2,8,NA,NA,10000
5,11,15,58,2,1,2,8,500
5,11,15,58,2,6,1,4,2000
6,5,15,58,3,1,6,8,30000
2,12,15,58,4,2,NA,NA,5000
3,4,15,58,3,2,NA,NA,500
2,10,15,58,4,1,NA,NA,1000
2,1,15,58,4,1,NA,NA,1000
10,1,15,58,1,3,1,9,0
5,3,15,58,2,6,2,3,2000
2,4,15,58,4,1,NA,NA,3000
5,6,15,58,3,1,1,5,2100
3,11,15,58,3,1,NA,NA,2000
5,11,15,58,2,1,2,3,3200
5,6,15,58,1,1,2,8,5000
7,8,15,58,2,1,NA,NA,3000
10,2,15,58,3,1,1,3,0
8,8,15,58,2,2,NA,NA,3000
2,12,15,58,2,1,NA,NA,15000
9,9,15,58,4,1,2,5,10000
2,7,15,58,4,2,NA,NA,1000
5,1,15,58,2,1,1,4,25
3,2,15,58,4,2,NA,NA,NA
2,8,15,58,3,1,NA,NA,700
2,11,15,58,4,1,NA,NA,1000
3,6,15,58,4,2,NA,NA,50
3,12,15,58,3,1,NA,NA,2000
10,5,15,58,2,2,NA,NA,7000
8,8,15,58,2,2,NA,NA,1000
9,5,15,58,2,2,1,6,0
5,12,15,58,1,6,2,8,1800
11,8,15,58,2,1,1,4,NA
5,1,15,58,2,1,1,5,3000
10,3,15,58,2,1,6,8,20000
2,1,15,58,4,1,NA,NA,1200
10,12,15,58,2,2,1,5,15000
5,12,15,58,3,1,1,9,5000
3,9,15,58,3,2,NA,NA,NA
2,10,15,58,3,1,NA,NA,1200
1,5,15,58,3,1,NA,NA,120000
5,2,15,58,2,1,1,5,3000
13,6,15,58,3,1,1,3,0
5,6,15,58,1,1,9,5,2000
4,5,15,58,2,2,NA,NA,7000
5,1,15,58,1,1,2,8,1000
2,4,15,58,2,1,NA,NA,3000
10,6,15,58,2,1,2,4,0
5,4,15,58,3,1,1,4,1000
10,6,15,58,2,2,NA,NA,0
5,6,15,58,2,6,2,5,3000
2,12,15,58,1,1,NA,NA,3000
2,2,15,58,1,1,NA,NA,2000
5,10,15,58,3,6,1,5,6000
5,2,15,58,1,6,2,8,5000
5,9,15,58,3,1,3,4,20000
2,6,15,58,4,1,NA,NA,5000
5,11,15,58,3,1,1,9,800
5,6,15,58,1,1,2,8,4000
2,3,15,58,3,1,NA,NA,15000
5,7,15,58,3,1,1,9,10000
9,5,15,58,2,2,1,5,0
5,8,15,58,4,7,4,5,0
5,3,15,58,2,6,4,8,700
11,10,15,58,2,5,5,3,0
2,8,15,58,4,1,NA,NA,1000
3,12,15,58,2,2,NA,NA,2000
5,10,15,58,2,6,2,3,15000
3,11,15,58,4,2,NA,NA,300
2,8,15,58,1,5,NA,NA,5000
9,12,15,58,2,1,3,8,1000
6,2,15,58,1,2,NA,NA,80000
5,5,15,58,1,1,1,4,6000
9,12,15,58,1,2,NA,NA,150000
5,2,15,58,3,1,2,3,4000
2,5,15,58,4,1,NA,NA,1000
5,12,15,58,2,6,2,4,3000
5,2,15,58,2,5,1,3,500
2,1,15,58,3,1,NA,NA,9000
3,2,15,58,4,2,NA,NA,NA
9,12,15,58,1,3,1,9,NA
2,6,15,58,3,1,NA,NA,4500
2,2,15,58,3,1,NA,NA,3000
13,1,15,58,1,6,1,6,0
5,8,15,58,1,6,3,8,300
5,3,15,58,2,6,2,5,3000
5,6,15,57,4,5,9,9,9999999
5,11,15,57,3,6,2,3,3000
2,2,15,57,3,1,NA,NA,2500
5,1,15,57,2,1,2,4,1000
1,1,15,57,2,1,1,4,800000
8,7,15,57,2,2,NA,NA,500
9,9,15,57,3,3,1,5,0
8,11,15,57,3,1,NA,NA,600
2,4,15,57,2,4,NA,NA,11000
2,11,15,57,3,2,NA,NA,5000
5,2,15,57,3,1,2,4,0
2,5,15,57,3,4,NA,NA,9000
5,7,15,57,3,6,1,3,1000
11,1,15,57,3,1,1,3,0
5,11,15,57,3,5,3,3,1000
2,1,15,57,3,2,NA,NA,5000
7,11,15,57,9,8,NA,NA,100
5,11,15,57,3,1,2,3,0
1,3,15,57,3,1,NA,NA,183000
5,9,15,57,2,1,1,4,2500
11,10,15,57,1,1,1,4,0
10,9,15,57,2,5,6,5,0
5,4,15,57,2,3,3,5,0
7,11,15,57,2,8,NA,NA,600
2,9,15,57,3,1,3,4,2000
10,8,15,57,2,1,4,4,0
7,8,15,57,3,2,NA,NA,1500
7,5,15,57,9,5,NA,NA,7500
2,4,15,57,3,1,NA,NA,8000
5,2,15,57,2,6,2,3,750
3,6,15,57,3,1,NA,NA,800
5,2,15,57,2,6,2,4,2500
5,5,15,57,3,1,2,5,2000
5,11,15,57,2,6,1,3,200
3,6,15,57,4,1,NA,NA,7000
1,12,15,57,3,1,NA,NA,75000
7,3,15,57,1,5,NA,NA,7000
5,11,15,57,2,1,4,5,2200
2,5,15,57,1,5,NA,NA,25000
8,7,15,57,2,2,NA,NA,300
2,6,15,57,3,2,NA,NA,4000
2,7,15,57,3,1,NA,NA,2500
3,9,15,57,3,2,NA,NA,800
7,5,15,57,2,3,NA,NA,1500
2,10,15,57,4,2,NA,NA,9000
7,4,15,57,3,4,NA,NA,2000
7,11,15,57,9,8,NA,NA,100
7,11,15,57,2,2,NA,NA,7000
5,11,15,57,3,1,2,4,100
7,11,15,57,9,8,NA,NA,100
7,11,15,57,3,2,NA,NA,1500
7,7,15,57,2,2,NA,NA,7000
8,3,15,57,2,4,NA,NA,8000
5,11,15,57,2,1,2,4,6000
7,8,15,57,1,4,NA,NA,35000
9,9,15,57,1,1,1,6,3000
2,9,15,57,4,1,NA,NA,6000
9,2,15,57,2,1,1,9,10000
5,11,15,57,2,1,1,4,500
3,10,15,57,3,1,NA,NA,7000
8,4,15,57,4,2,NA,NA,5000
7,8,15,57,3,2,NA,NA,1500
4,3,15,57,3,2,1,4,5000
2,12,15,57,4,2,NA,NA,7000
5,12,15,57,1,6,2,3,2500
3,1,15,57,3,2,NA,NA,9999999
10,9,15,57,3,2,1,3,0
10,9,15,57,1,1,1,4,0
2,12,15,57,4,1,NA,NA,3000
2,3,15,57,4,1,NA,NA,500
5,7,15,57,3,1,4,4,0
5,4,15,57,1,6,2,5,2000
11,12,15,57,1,1,1,3,0
1,2,15,57,3,1,NA,NA,100000
11,7,15,57,1,5,1,3,0
5,3,15,57,1,6,2,3,5500
7,12,15,57,3,2,NA,NA,1500
9,12,15,57,1,3,1,5,0
5,4,15,57,3,1,1,5,800
2,7,15,57,9,9,NA,NA,2000
5,11,15,57,1,6,3,4,3000
2,12,15,57,3,1,NA,NA,4000
5,6,15,57,3,6,2,4,NA
11,1,15,57,3,1,1,3,0
5,12,15,57,2,6,3,8,800
5,2,15,57,2,6,3,4,3000
2,5,15,57,3,1,NA,NA,9999999
8,6,15,57,2,2,NA,NA,350
1,4,15,57,2,5,1,3,700000
8,5,15,57,2,1,NA,NA,18000
3,2,15,57,2,2,NA,NA,185
8,11,15,57,1,2,NA,NA,576
15,12,15,57,3,1,3,5,3000
5,7,15,57,1,6,2,8,1000
2,3,15,57,4,2,NA,NA,0
2,3,15,57,4,1,NA,NA,3000
8,12,15,57,9,5,NA,NA,0
5,3,15,57,2,1,1,4,8000
9,9,15,57,3,2,NA,NA,0
8,6,15,57,1,4,NA,NA,3000
3,12,15,57,3,1,NA,NA,4000
13,2,15,57,3,3,1,6,0
1,2,15,57,2,5,NA,NA,30000
2,6,15,57,1,1,NA,NA,9999999
4,5,15,57,2,2,NA,NA,3000
5,4,15,57,1,6,2,3,1200
4,4,15,57,2,2,NA,NA,1000
10,10,15,57,3,2,5,8,0
7,12,15,57,1,9,NA,NA,2000
2,11,15,57,1,1,2,4,8000
3,12,15,57,4,1,NA,NA,2000
3,3,15,57,3,2,NA,NA,1500
2,9,15,57,4,1,NA,NA,500
3,6,15,57,4,2,NA,NA,1500
4,10,15,57,9,2,NA,NA,15000
2,9,15,57,4,2,NA,NA,14000
11,9,15,57,3,2,2,8,0
3,2,15,57,2,2,NA,NA,1500
5,2,15,57,2,6,9,9,200
2,2,15,57,2,1,NA,NA,300
10,7,15,57,1,1,1,5,0
5,3,15,57,3,1,2,4,3000
2,2,15,57,3,4,NA,NA,6000
5,2,15,57,1,6,1,5,6000
5,10,15,57,3,1,2,6,1500
5,7,15,57,2,1,2,4,3000
5,12,15,57,3,1,3,4,500
5,9,15,57,1,6,3,3,300
5,8,15,57,2,1,2,2,3000
1,99,15,57,9,1,NA,NA,15000
2,6,15,57,3,1,NA,NA,5000
3,5,15,57,1,1,NA,NA,150
5,3,15,57,1,6,2,4,5000
2,1,9,17,3,2,NA,NA,9999999
2,2,9,17,4,1,NA,NA,4000
3,6,9,17,3,1,NA,NA,NA
8,6,9,17,2,2,NA,NA,9000
10,7,9,17,1,2,4,8,0
10,12,9,17,3,2,2,8,0
9,99,9,17,2,2,1,6,0
7,3,9,17,2,4,NA,NA,2200
9,12,9,17,2,2,4,8,0
3,8,9,17,4,2,NA,NA,2000
2,8,9,17,4,1,NA,NA,3200
5,11,9,17,2,6,1,9,8000
8,7,9,17,2,5,NA,NA,300
3,2,9,17,4,2,NA,NA,2000
5,4,9,17,2,6,1,9,2000
2,9,9,17,4,1,NA,NA,16000
3,12,9,17,4,2,NA,NA,500
3,12,9,17,1,1,NA,NA,2000
9,2,9,17,2,2,NA,NA,NA
3,6,9,17,4,2,NA,NA,0
3,2,9,17,2,2,NA,NA,1000
2,7,9,17,2,1,NA,NA,1000
2,10,9,17,3,1,NA,NA,60000
2,5,9,17,2,1,NA,NA,18000
9,5,9,17,2,2,NA,NA,0
10,10,9,17,2,1,2,6,0
10,5,9,17,2,1,2,6,0
9,10,9,17,1,2,NA,NA,0
11,2,9,17,3,1,1,4,NA
9,99,9,17,1,2,1,6,0
4,3,9,17,2,2,NA,NA,49000
2,2,9,17,4,1,NA,NA,150
8,4,9,17,2,2,NA,NA,600
2,12,9,17,3,1,NA,NA,300
2,99,9,17,3,1,NA,NA,800
5,12,9,17,1,6,1,5,10000
5,3,9,17,3,1,2,4,6000
9,9,9,17,2,2,1,9,0
2,9,9,17,2,5,NA,NA,1500
5,11,9,17,2,1,2,3,14000
5,3,9,17,2,1,2,3,2000
11,8,9,17,4,1,1,5,500
2,12,9,17,1,2,NA,NA,3000
5,11,9,17,2,6,2,3,4000
3,2,9,17,3,2,NA,NA,1000
8,2,9,17,2,2,NA,NA,50000
5,5,9,17,3,1,2,4,2000
5,8,9,17,4,5,2,8,1500
13,9,9,17,2,1,2,4,0
2,8,9,17,4,1,NA,NA,9999999
4,10,9,17,4,2,4,4,80000
2,2,9,17,3,1,NA,NA,6000
11,9,9,17,2,1,3,6,0
5,6,9,17,2,6,2,9,4500
5,11,9,17,2,1,4,5,4000
9,9,9,17,4,1,2,6,9999999
2,99,9,17,9,1,NA,NA,2800
8,5,9,17,1,2,NA,NA,180
2,99,9,17,3,1,NA,NA,7500
2,8,9,17,2,1,NA,NA,5000
5,2,9,17,2,1,2,3,48000
9,9,9,17,2,2,NA,NA,0
2,9,9,17,4,1,NA,NA,4500
4,9,9,17,4,2,NA,NA,16000
2,6,9,17,2,1,NA,NA,2500
6,11,9,17,3,5,1,5,15000
3,2,9,17,4,2,NA,NA,50
9,8,9,17,2,2,1,9,0
5,4,9,17,2,1,2,4,7000
9,11,9,17,3,5,1,9,0
8,5,9,17,2,2,NA,NA,1000
2,3,9,17,2,1,NA,NA,7000
2,1,9,17,4,2,1,5,500
2,6,9,17,4,2,NA,NA,800
3,4,9,17,4,2,NA,NA,300
2,3,9,17,2,1,NA,NA,2500
2,12,9,17,4,2,1,3,2000
10,11,9,17,3,4,2,3,0
10,10,9,17,2,2,NA,NA,0
2,2,9,17,4,1,NA,NA,300
10,1,9,17,3,8,NA,NA,0
9,8,9,17,2,3,1,6,0
15,5,9,17,1,6,1,4,0
4,10,9,17,2,2,NA,NA,50000
6,3,9,17,1,2,NA,NA,800
1,3,9,17,3,1,3,2,170000
9,6,9,17,2,2,NA,NA,0
2,2,9,17,4,2,NA,NA,800
5,5,9,17,1,6,1,9,300
10,9,9,17,2,1,4,8,0
8,12,9,17,1,1,NA,NA,500
3,2,9,17,4,2,NA,NA,2000
9,3,9,17,2,2,1,6,NA
5,2,9,17,2,6,3,3,1000
9,3,9,17,9,4,1,9,0
13,12,9,17,2,6,1,4,0
5,11,9,17,2,6,2,3,1500
2,11,9,17,4,2,NA,NA,3500
9,1,9,17,2,4,2,3,9999999
2,4,9,17,3,1,NA,NA,10000
3,4,9,17,4,2,NA,NA,300
2,6,9,17,4,1,NA,NA,2500
2,12,9,17,2,1,NA,NA,7500
2,11,9,17,3,1,NA,NA,5000
2,9,9,17,3,1,NA,NA,600
4,4,9,17,2,2,1,3,NA
5,7,9,17,2,1,1,4,3000
11,11,9,17,1,1,2,5,4000
2,12,9,17,4,2,NA,NA,500
9,4,9,17,3,1,1,3,13000
2,3,9,17,3,1,NA,NA,4000
13,6,9,17,2,1,1,5,0
2,6,9,17,4,1,NA,NA,700
9,99,9,17,3,2,1,4,0
5,6,9,17,2,1,2,4,7000
5,10,9,17,3,1,2,4,7500
5,2,9,17,2,1,3,5,3000
9,6,9,17,2,2,4,2,0
5,9,9,17,3,6,1,3,100
3,6,9,17,4,2,NA,NA,200
11,5,9,17,2,2,6,5,0
10,3,9,17,2,2,4,5,0
10,5,9,17,2,3,NA,NA,1000
2,1,9,17,2,1,NA,NA,9000
3,3,9,17,3,1,NA,NA,300
7,7,9,17,3,2,NA,NA,8000
2,1,9,17,4,1,NA,NA,3000
11,8,9,17,2,6,1,4,0
11,8,9,17,2,2,4,8,0
7,6,9,17,1,4,NA,NA,6000
1,3,9,17,2,1,NA,NA,0
3,2,9,17,4,1,NA,NA,200
9,3,9,17,2,2,NA,NA,NA
7,5,9,17,1,2,NA,NA,800
1,1,9,17,2,4,NA,NA,140000
5,8,9,17,1,1,6,8,12000
10,3,9,17,2,1,1,5,0
11,1,9,17,1,2,1,3,9999999
5,5,9,17,2,1,3,2,3500
10,11,9,17,1,1,1,4,0
11,2,9,17,3,2,5,5,9999999
8,12,9,17,2,1,NA,NA,7700
10,8,9,17,2,1,NA,NA,0
5,7,9,17,2,1,1,4,0
5,99,9,17,3,4,2,4,2000
5,9,9,17,3,1,2,3,800
9,11,9,17,2,2,NA,NA,NA
4,7,9,17,2,2,NA,NA,400000
5,10,9,17,2,1,2,3,2000
2,3,9,17,4,1,NA,NA,30000
5,2,9,17,3,1,2,8,3500
5,5,9,17,3,1,3,8,3500
9,2,9,17,1,2,NA,NA,2000
3,3,9,17,9,2,NA,NA,0
7,6,9,17,2,2,NA,NA,3000
2,5,9,17,1,1,NA,NA,8000
9,4,9,17,2,2,NA,NA,NA
3,5,9,17,4,1,NA,NA,NA
2,9,9,17,2,1,NA,NA,1000
3,2,9,17,3,2,NA,NA,0
7,12,9,17,2,4,NA,NA,50000
3,7,9,17,2,1,NA,NA,20000
2,10,9,17,4,1,NA,NA,5000
7,3,9,17,3,1,NA,NA,NA
11,12,9,17,3,1,3,4,0
11,12,9,17,2,4,6,5,40
3,3,9,17,3,5,NA,NA,2500
13,2,9,17,2,1,2,4,0
2,8,9,17,3,1,NA,NA,200
5,11,9,17,2,1,3,4,400
3,12,9,17,4,1,NA,NA,2000
8,7,9,17,1,2,NA,NA,NA
4,8,9,17,9,2,NA,NA,20000
2,12,9,17,3,1,NA,NA,8000
